title,revenue,release,prod_budget,genre,company
Maria Full of Grace,0,1,0,Drama,Fine Line Features
Beginners,1,9,1,Drama,Parts and Labor
Feast,1,10,0,Action,Neo Art & Logic
Animal House,6,7,1,Comedy,Universal Pictures
Goldfinger,10,9,1,Adventure,United Artists
Antiviral,0,9,1,Science Fiction,Alliance Films
It's a Wonderful Life,2,12,1,Drama,RKO Radio Pictures
Trainspotting,1,2,1,Drama,Miramax Films
The Original Kings of Comedy,0,8,0,Comedy,40 Acres & A Mule Filmworks
Paranormal Activity 2,2,10,1,Horror,Paramount Pictures
Waking Ned,0,9,0,Comedy,Fox Searchlight Pictures
Bowling for Columbine,1,10,1,Documentary,Alliance Atlantis Communications
Coming Home,0,5,0,Drama,LeVision Pictures
A Nightmare on Elm Street Part 2: Freddy's Revenge,1,10,1,Horror,New Line Cinema
A Room with a View,1,12,1,Drama,Goldcrest Films International
The Purge,1,5,1,Science Fiction,Universal Pictures
Sinister,1,3,1,Horror,Alliance Films
Cat on a Hot Tin Roof,2,2,1,Drama,Avon Production
Beneath the Planet of the Apes,2,5,1,Adventure,Twentieth Century Fox Film Corporation
Air Bud,1,8,1,Comedy,Walt Disney Pictures
Pokémon: Spell of the Unknown,1,7,1,Adventure,TV Tokyo
Friday the 13th Part VI: Jason Lives,1,8,1,Horror,Paramount Pictures
The Bridge on the River Kwai,3,10,1,Drama,Columbia Pictures Corporation
Spaced Invaders,1,4,1,Comedy,Touchstone Pictures
Family Plot,1,4,1,Comedy,Universal Pictures
The Apartment,3,6,1,Comedy,United Artists
Jason Goes to Hell: The Final Friday,1,8,1,Fantasy,New Line Cinema
Torn Curtain,1,7,1,Mystery,Universal Pictures
Dave Chappelle's Block Party,1,9,1,Comedy,Yari Film Group
Slow West,1,4,0,Romance,The New Zealand Film Commission
Krush Groove,0,10,1,Drama,Warner Bros.
Next Day Air,0,2,0,Action,Melee Entertainment
Elmer Gantry,1,6,1,Drama,United Artists
Judgment at Nuremberg,1,12,1,Drama,United Artists
Trippin',1,5,0,Comedy,Beacon Communications
Red River,1,8,1,Western,United Artists
Before Midnight,1,4,1,Romance,Castle Rock Entertainment
Teen Wolf Too,0,11,0,Comedy,Atlantic Entertainment Group
Phantasm II,1,7,1,Action,Universal Pictures
Water,1,9,0,Drama,David Hamilton Productions
East Is East,1,5,1,Comedy,BBC
Whipped,0,9,1,Comedy,Hi-Rez Films
Kama Sutra - A Tale of Love,1,9,1,Drama,Mirabai Films
Please Give,0,1,1,Comedy,Sony Pictures Classics
Willy Wonka & the Chocolate Factory,1,6,1,Family,Paramount Pictures
Warlock: The Armageddon,0,5,0,Fantasy,Tapestry Films
8 Heads in a Duffel Bag,0,4,0,Comedy,Orion Pictures
Days of Heaven,0,9,0,Drama,Paramount Pictures
Jawbreaker,1,1,1,Comedy,TriStar Pictures
Basquiat,1,8,1,Drama,Miramax
Frances Ha,1,5,0,Comedy,Scott Rudin Productions
Tsotsi,1,8,1,Crime,Movieworld Productions
Happiness,1,10,1,Comedy,Killer Films
DysFunktional Family,0,4,0,Comedy,Brad Grey Pictures
Tusk,1,9,1,Comedy,Phase 4 Films
Oldboy,1,1,1,Drama,Egg Films
Letters to God,0,4,0,Action,Mercy Creek Entretainment
Hobo with a Shotgun,1,5,1,Action,Rhombus Media
Freeway,0,8,1,Comedy,The Kushner-Locke Company
Fish Tank,1,5,1,Drama,BBC Films
Damsels in Distress,0,4,0,Comedy,Westerly Films
Creature,0,5,0,Horror,MGM Television
Bachelorette,1,8,1,Comedy,Gary Sanchez Productions
Brave New Girl,0,4,0,Drama,Lions Gate Television
Tim and Eric's Billion Dollar Movie,0,3,0,Comedy,2929 Productions
Summer Storm,0,9,1,Comedy,Claussen + Wöbke Filmproduktion GmbH
Chain Letter,0,10,0,Horror,Tiger Tail Entertainment
Just Looking,0,10,1,Drama,Sweetland Films
The Divide,1,3,1,Science Fiction,Instinctive Film
Demonic,1,2,1,Thriller,Icon Entertainment International
My Big Fat Independent Movie,0,3,0,Comedy,Film Threat DVD
Tanner Hall,0,9,0,Drama,Tax Credit Finance
Open Road,0,4,1,Action,Society Entertainment
They Came Together,0,6,0,Comedy,Lionsgate
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,0,1,0,Comedy,Silver Nitrate Films
Point Blank,1,8,1,Action,Metro-Goldwyn-Mayer (MGM)
Four Single Fathers,0,1,1,Drama,Indiana Production Company
Enter the Dangerous Mind,0,3,0,Thriller,Cimarron Productions
Something Wicked,0,4,1,Mystery,Merchant Films
AWOL-72,0,8,1,Thriller,Triumphant Entertainment
Chicago Overcoat,0,10,1,Action,Chicago Overcoat Productions
Barry Munday,0,3,0,Comedy,Prospect Pictures
Central Station,1,1,1,Drama,MACT Productions
Pocketful of Miracles,1,12,1,Comedy,Franton Production
Close Range,0,12,0,Crime,Bleiberg Entertainment
Amnesiac,0,8,1,Thriller,Infra-Red Pictures
Freakonomics,1,10,1,Documentary,Chad Troutwine Films
High Tension,0,6,0,Horror,Alexandre Films
Griff the Invisible,0,8,1,Romance,Screen Australia
Unnatural,0,10,0,Thriller,August Heart Entertainment
Hustle & Flow,1,7,1,Drama,MTV Films
Some Like It Hot,3,3,1,Comedy,The Mirisch Corporation
Friday the 13th Part VII: The New Blood,1,5,1,Horror,Paramount Pictures
The Wizard of Oz,6,8,1,Adventure,Loew's Incorporated
Young Frankenstein,5,12,1,Comedy,Twentieth Century Fox Film Corporation
Diary of the Dead,1,9,1,Horror,Artfire Films
Ulee's Gold,0,6,0,Drama,Clinica Estetico
The Black Stallion,2,10,1,Adventure,United Artists
Journey to Saturn,0,9,0,Action,Nordisk Film
Donovan's Reef,1,6,1,Adventure,Paramount Pictures
A Guy Named Joe,1,3,1,Drama,Metro-Goldwyn-Mayer (MGM)
Blazing Saddles,6,2,1,Western,Crossbow Productions
Friday the 13th: The Final Chapter,1,4,1,Horror,Paramount Pictures
Ida,1,10,1,Drama,Danish Film Institute
Maurice,0,9,0,Drama,Merchant Ivory Productions
Beer League,0,9,0,Comedy,Identity Films
Timecrimes,1,9,1,Science Fiction,Arsénico Producciones
Timber Falls,0,12,1,Horror,Ascendant Pictures
Singin' in the Rain,1,4,1,Comedy,Metro-Goldwyn-Mayer (MGM)
A Haunted House,1,1,1,Comedy,Endgame Entertainment
That Thing You Do!,1,10,0,Comedy,Twentieth Century Fox Film Corporation
Halloween III: Season of the Witch,1,10,1,Horror,Universal Pictures
Escape from the Planet of the Apes,1,5,1,Action,Twentieth Century Fox Film Corporation
Hud,1,5,1,Action,Paramount Pictures
Kevin Hart: Let Me Explain,1,7,0,Comedy,Hartbeat Productions
My Own Private Idaho,0,10,1,Drama,Fine Line Features
Garden State,1,7,1,Comedy,Fox Searchlight Pictures
Before Sunrise,1,1,1,Drama,Detour Film Production
Evil Words,0,10,0,Horror,Go Films
Jesus' Son,0,9,0,Comedy,Evenstar Films
Brick Lane,0,11,0,Drama,Ingenious Film Partners
Robot & Frank,1,8,1,Science Fiction,Samuel Goldwyn Films
My Life Without Me,1,3,0,Drama,El Deseo
The Spectacular Now,1,8,1,Comedy,21 Laps Entertainment
Religulous,0,10,0,Comedy,Lions Gate Films
Eye of the Dolphin,1,8,1,Drama,Gold/Miller Productions
The Other End of the Line,0,10,1,Comedy,Adlabs Films Ltd.
Anatomy,0,2,0,Horror,Claussen + Wöbke Filmproduktion GmbH
Sleep Dealer,1,12,1,Drama,Likely Story
Super,1,9,1,Comedy,This Is That Productions
Stung,0,7,1,Comedy,Rat Pack Filmproduktion
Antibirth,0,9,1,Horror,Hideaway Pictures
Get on the Bus,1,10,1,Drama,Columbia Pictures
Thr3e,0,12,0,Drama,MovieRoom Productions
Idiocracy,1,9,1,Adventure,Twentieth Century Fox Film Corporation
The Rise of the Krays,0,8,1,Crime,Carnaby International
This Is England,1,9,1,Drama,EM Media
U.F.O.,0,12,1,Action,Hawthorn Productions
Bathing Beauty,1,7,1,Comedy,Metro-Goldwyn-Mayer (MGM)
Go for It!,0,5,1,Drama,Pantelion Film
"Dancer, Texas Pop. 81",1,5,0,Comedy,HSX Films
Show Boat,2,7,1,Music,Metro-Goldwyn-Mayer (MGM)
Redemption Road,0,8,0,Drama,Heavy Duty Entertainment
The Calling,0,8,0,Thriller,Darius Films
The Brave Little Toaster,0,7,1,Fantasy,The Kushner-Locke Company
Fantasia,11,11,1,Animation,Walt Disney Pictures
8 Days,0,6,0,Thriller,After Eden Pictures
Friday the 13th Part III,1,8,1,Horror,Paramount Pictures
Friday the 13th: A New Beginning,1,3,1,Horror,Paramount Pictures
Do You Believe?,0,3,0,Fantasy,Believe Entertainment
The Valley of Decision,2,6,1,Drama,Metro-Goldwyn-Mayer (MGM)
Eden,0,10,1,Thriller,Ombra Films
There's Always Woodstock,0,11,0,Romance,Sunrise Films
Jack Brooks: Monster Slayer,0,10,0,Action,Brookstreet Pictures
The Best Years of Our Lives,3,12,1,Drama,"Samuel Goldwyn Company, The"
Bully,1,6,0,Crime,StudioCanal
Elling,0,3,0,Comedy,Maipo Film- og TV Produksjon
Mi America,1,10,1,Drama,Industrial House Films
[REC],1,4,1,Horror,Filmax
Containment,0,7,0,Thriller,Bright Cold Day Films
The Timber,0,2,0,Adventure,ANA Media
From Russia with Love,7,10,1,Action,United Artists
The Toxic Avenger Part II,0,2,0,Comedy,Troma Entertainment
Sleeper,2,12,1,Comedy,Rollins-Joffe Productions
It Follows,1,2,1,Horror,Northern Lights Films
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,2,8,1,Comedy,United Artists
To Kill a Mockingbird,2,12,1,Crime,Universal Pictures
Mad Max 2: The Road Warrior,1,12,1,Adventure,Kennedy Miller Productions
The Legend of Drunken Master,0,2,0,Action,Paragon Films Ltd.
Boys Don't Cry,1,9,1,Crime,Fox Searchlight Pictures
Silent House,1,1,1,Horror,Elle Driver
The Lives of Others,1,3,1,Drama,Arte
Courageous,1,9,1,Drama,TriStar Pictures
The Hustler,1,9,1,Drama,Twentieth Century Fox Film Corporation
Boom Town,2,8,1,Adventure,Metro-Goldwyn-Mayer (MGM)
The Triplets of Belleville,1,6,1,Adventure,Sony Pictures Classics
Smoke Signals,0,1,0,Drama,Miramax Films
Before Sunset,1,2,1,Drama,Castle Rock Entertainment
Amores perros,1,6,1,Drama,Altavista Films
Thirteen,1,8,1,Crime,Fox Searchlight Pictures
Gentleman's Agreement,1,11,1,Drama,Twentieth Century Fox Film Corporation
Winter's Bone,1,6,1,Drama,Anonymous Content
Touching the Void,1,9,0,Documentary,Darlow Smithson Productions
Alexander's Ragtime Band,1,5,1,Drama,Twentieth Century Fox Film Corporation
Me and You and Everyone We Know,0,6,0,Comedy,IFC Films
Inside Job,1,10,1,Documentary,Sony Pictures Classics
We Are Your Friends,1,8,1,Drama,Working Title Films
Ghost Dog: The Way of the Samurai,0,9,0,Crime,Bac Films
Harsh Times,1,9,1,Crime,The Weinstein Company
Captive,1,9,1,Crime,Itaca Films
Full Frontal,1,8,1,Comedy,Miramax Films
Shortbus,1,5,1,Romance,Fortissimo Films
Waltz with Bashir,1,6,1,Drama,Les Films d'Ici
The Diary of a Teenage Girl,1,8,1,Drama,Caviar Films
In the Shadow of the Moon,0,1,1,Documentary,Film4
Meek's Cutoff,1,9,0,Drama,Film Science
Dinner Rush,0,9,0,Drama,Access Motion Picture Group
The Virginity Hit,1,9,1,Comedy,Gary Sanchez Productions
Subway,1,4,1,Action,Gaumont
House of D,0,4,0,Comedy,Tribeca Productions
Teeth,0,1,0,Comedy,Teeth
Six-String Samurai,1,9,1,Action,HSX Films
24 7: Twenty Four Seven,0,8,0,Comedy,Scala Films
Stonewall,1,9,1,Drama,Centropolis Entertainment
Roadside Romeo,1,10,1,Animation,Walt Disney Pictures
The Lost Medallion: The Adventures of Billy Stone,0,3,0,Adventure,Kaos Entertainment
The Last Five Years,0,11,0,Comedy,Lucky Monkey Pictures
The Missing Person,0,1,0,Comedy,Strand Releasing
Return of the Living Dead 3,1,10,1,Comedy,Ozla Productions
London,0,2,0,Drama,Destination Films
Sherrybaby,1,9,1,Drama,Red Envelope Entertainment
Circle,0,10,0,Horror,Votiv Films
Eden Lake,1,9,0,Horror,Aramid Entertainment Fund
Plush,0,9,0,Thriller,Blumhouse Productions
Lesbian Vampire Killers,0,3,0,Horror,AV Pictures
Gangster's Paradise: Jerusalema,0,2,0,Drama,Muti Films
Grave Encounters,0,9,1,Thriller,Darclight
Stitches,1,5,1,Horror,Bórd Scannán na hÉireann
Nine Dead,0,1,1,Crime,Hartbreak Films
"To Be Frank, Sinatra at 100",0,12,1,Documentary,Eyeline Entertainment
Bananas,1,4,1,Comedy,United Artists
Rockaway,0,7,0,Action,Rockaway the Movie
The Lady from Shanghai,0,12,1,Crime,Columbia Pictures Corporation
No Man's Land: The Rise of Reeker,0,5,1,Horror,"Institution, The"
Highway,0,1,1,Action,Alex Entertainment Inc.
Small Apartments,0,3,1,Comedy,Deviant Films
All Is Bright,0,9,0,Comedy,Sidney Kimmel Entertainment
The Torture Chamber of Dr. Sadism,0,10,0,Mystery,Constantin Film Produktion
Straight A's,0,1,1,Comedy,Nu Image Films
A Funny Thing Happened on the Way to the Forum,0,10,0,Comedy,United Artists
The Legend of Hell's Gate: An American Conspiracy,0,3,0,Action,Silver Sail Entertainment
The Walking Deceased,0,3,0,Science Fiction,Splendid Film
The Curse of Downers Grove,0,8,1,Thriller,Myriad Pictures
Shark Lake,0,10,1,Thriller,FLF Films
River's Edge,0,8,1,Crime,Hemdale Film
The Marine 4: Moving Target,0,4,1,Thriller,WWE Studios
Buried,1,9,1,Drama,Studio 37
Submarine,1,3,0,Drama,Film4
The Square,0,6,0,Documentary,Roast Beef Productions
One to Another,0,7,0,Drama,Région Provence Côte d'Azur
ABCD (Any Body Can Dance),1,2,0,Drama,UTV Motion Pictures
Man on Wire,1,7,0,Thriller,UK Film Council
Abandoned,0,8,0,Drama,Making Movies
The Last Exorcism,1,8,1,Horror,Strike Entertainment
Nowhere Boy,0,12,0,Drama,Ecosse Films
A Streetcar Named Desire,1,9,1,Drama,Charles K. Feldman Group
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1,1,1,Drama,Hawk Films
The Crime of Padre Amaro,0,10,1,Drama,Instituto Mexicano de Cinematografía
Beasts of the Southern Wild,1,6,1,Drama,Journeyman Pictures
Battle for the Planet of the Apes,1,6,1,Action,Twentieth Century Fox Film Corporation
Songcatcher,0,3,0,Drama,Rigas Entertainment
Vaalu,0,8,0,Comedy,Nic Arts
The Greatest Movie Ever Sold,1,4,0,Comedy,Snoot Entertainment
Travellers and Magicians,0,9,0,Adventure,Prayer Flag Pictures
Hang 'em High,1,7,1,Western,United Artists
Deadline - U.S.A.,0,3,0,Crime,Twentieth Century Fox Film Corporation
Sublime,0,6,0,Horror,Raw Feed
Independence Daysaster,0,6,1,Action,Independence Day Productions
Run Lola Run,1,8,1,Action,X-Filme Creative Pool
May,1,1,1,Drama,A Loopy Production LLC
Against the Wild,0,12,1,Adventure,Against the Wild Films
Under the Same Moon,1,3,0,Drama,The Weinstein Company
Conquest of the Planet of the Apes,1,6,1,Action,Twentieth Century Fox Film Corporation
In the Bedroom,0,11,1,Drama,Miramax Films
I Spit on Your Grave,1,6,1,Thriller,Anchor Bay Films
"Happy, Texas",1,12,1,Comedy,Miramax Films
The Lunchbox,1,9,1,Drama,UTV Motion Pictures
Yes,0,8,0,Drama,GreeneStreet Films
You Can't Take It With You,2,8,1,Comedy,Columbia Pictures
From Here to Eternity,3,8,1,War,Columbia Pictures Corporation
She Wore a Yellow Ribbon,1,10,1,Western,RKO Radio Pictures
Grace Unplugged,0,10,0,Drama,Coram Deo Studios
Foolish,1,4,0,Comedy,No Limit Films
Caramel,0,7,0,Drama,Bac Films
Out of the Dark,0,8,0,Thriller,Participant Media
The Bubble,0,6,0,Drama,Metro Productions
The Conversation,1,4,1,Crime,Paramount Pictures
Dil Jo Bhi Kahey...,0,12,0,Romance,Entertainment One Pvt. Ltd.
Mississippi Mermaid,0,6,0,Crime,Les Films du Carrosse
Cabin Fever,0,2,0,Horror,Armory Films
Waitress,1,5,1,Comedy,Night and Day Pictures
Bloodsport,1,2,1,Action,Cannon Films
Mr. Smith Goes to Washington,2,10,1,Comedy,Columbia Pictures
Kids,1,7,1,Drama,Miramax Films
The Squid and the Whale,1,10,1,Comedy,Destination Films
Kissing Jessica Stein,1,4,1,Comedy,Fox Searchlight Pictures
Kickboxer: Vengeance,0,7,1,Action,Radar Pictures
Spellbound,1,12,1,Drama,Selznick International Pictures
Exotica,0,9,0,Drama,Miramax Films
Insidious,2,9,1,Horror,Alliance Films
Repo Man,1,2,1,Comedy,Edge City
Nine Queens,0,8,1,Crime,Naya Films S.A.
The Gatekeepers,0,7,0,Documentary,Les Films du Poisson
The Ballad of Jack and Rose,1,3,1,Drama,Elevation Filmworks
The To Do List,1,7,1,Comedy,3 Arts Entertainment
Killing Zoe,1,10,1,Action,Live Entertainment
The Believer,1,1,1,Drama,Fuller Films
Snow Angels,1,3,0,Drama,Crossroads Films
Session 9,1,8,1,Horror,October Films
Hatchet,0,4,0,Comedy,ArieScope Pictures
Modern Times,2,2,1,Drama,United Artists
My Name Is Bruce,1,10,1,Comedy,Dark Horse Entertainment
Road Hard,0,3,1,Comedy,Sontalia
Forty Shades of Blue,0,12,1,Drama,Charlie Guidance
Amigo,0,7,1,Drama,Anarchist's Convention Films
Pontypool,1,3,1,Horror,Ponty Up Pictures
Trucker,0,4,1,Drama,Plum Pictures
The Lords of Salem,1,9,1,Horror,Alliance Films
Housebound,0,9,0,Horror,Semi-Professional
Wal-Mart: The High Cost of Low Price,0,11,0,Documentary,Brave New Films
Fetching Cody,0,10,1,Comedy,Cheap and Dirty Productions Inc.
Closer to the Moon,0,11,1,Comedy,Mandragora Movies
Mutant World,1,9,0,Science Fiction,Nomadic Pictures
Checkmate,0,7,0,Thriller,Status Media & Entertainment
#Horror,0,11,1,Drama,AST Studios
Snow White and the Seven Dwarfs,11,12,1,Fantasy,Walt Disney Productions
The Holy Girl,0,5,1,Drama,R&C Produzioni
Shalako,1,11,1,Western,Central Cinema Company Film
The Dog Lover,0,7,1,Drama,ESX Productions
GirlHouse,0,10,1,Horror,Brookstreet Pictures
The Blue Room,0,5,0,Drama,Alfama Films
House at the End of the Drive,0,1,0,Thriller,Allure Entertainment
Batman,0,7,1,Family,Twentieth Century Fox Film Corporation
"Lock, Stock and Two Smoking Barrels",1,3,1,Comedy,Handmade Films Ltd.
The Ballad of Gregorio Cortez,0,8,0,Western,Moctesuma Esparza Productions
The Celebration,0,5,1,Drama,Nordic Film
Eddie: The Sleepwalking Cannibal,1,4,0,Horror,Det Danske Filminstitut
Queen of the Mountains,0,8,0,Drama,Kirghizfilm
Def-Con 4,0,3,0,Science Fiction,New World Pictures
The Hebrew Hammer,0,1,1,Action,ContentFilm
Neal 'n' Nikki,0,12,0,Comedy,Yash Raj Films
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,0,6,0,Comedy,Silver Nitrate Films
Forget Me Not,0,10,0,Drama,Capstone Entertainment Group
Rebecca,2,4,1,Drama,Selznick International Pictures
Friday the 13th Part 2,1,5,1,Horror,Paramount Pictures
The Lost Weekend,2,11,1,Drama,Paramount
C.H.U.D.,1,8,1,Horror,New World Pictures
The Lion of Judah,0,6,1,Adventure,Sunrise Productions
Niagara,1,1,1,Crime,Twentieth Century Fox Film Corporation
How Green Was My Valley,1,10,1,Drama,Twentieth Century Fox Film Corporation
Da Sweet Blood of Jesus,0,6,0,Thriller,40 Acres & A Mule Filmworks
"Sex, Lies, and Videotape",0,8,1,Drama,Miramax Films
Saw,2,10,1,Horror,Lions Gate Films
Super Troopers,1,1,1,Comedy,Fox Searchlight Pictures
The Amazing Catfish,0,8,1,Comedy,Cine Canibal
Monsoon Wedding,0,8,0,Comedy,IFC Films
You Can Count on Me,0,11,0,Drama,Cappa Productions
The Trouble with Harry,1,10,1,Comedy,Paramount Pictures
But I'm a Cheerleader,0,9,0,Comedy,Ignite Entertainment
Home Run,1,4,1,Drama,Samuel Goldwyn
Reservoir Dogs,1,9,1,Crime,Live Entertainment
The Blue Bird,0,1,0,Drama,Twentieth Century Fox Film Corporation
"The Good, the Bad and the Ugly",1,12,1,Western,United Artists
The Second Mother,0,2,0,Drama,Gullane Entretenimento S.A.
Blue Like Jazz,0,4,1,Drama,Ruckus Films
"Pink Ribbons, Inc.",1,9,1,Documentary,National Film Board of Canada (NFB)
Desire,0,9,1,Drama,Acajou Films
Extreme Movie,0,12,0,Comedy,FlipZide Pictures
The Charge of the Light Brigade,1,10,1,Action,Warner Bros.
The Wicked Within,0,10,0,Horror,After Dark Films
Waiting...,1,10,1,Comedy,L.I.F.T. Production
Dead Man's Shoes,0,9,0,Drama,EM Media
From a Whisper to a Scream,1,9,1,Comedy,Conquest Productions
Dracula: Pages from a Virgin's Diary,0,2,1,Horror,Canadian Broadcasting Corporation (CBC)
Faith Like Potatoes,0,10,0,Drama,Global Creative Studios
Beyond the Black Rainbow,0,12,1,Fantasy,Chromewood Productions
The Raid,1,9,1,Action,Celluloid Dreams
Casablanca,2,11,1,Drama,Warner Bros.
Lake Mungo,0,6,0,Horror,Mungo Productions
Rocket Singh: Salesman of the Year,0,12,1,Drama,Yash Raj Films
Silent Running,0,3,1,Adventure,Universal Pictures
Rocky,6,11,1,Drama,United Artists
The Sleepwalker,0,1,0,Drama,Tandem Pictures
Tom Jones,4,10,1,Adventure,Woodfall Film Productions
Unfriended,1,4,1,Horror,Bazelevs Production
Taxi Driver,2,2,1,Crime,Columbia Pictures Corporation
The Howling,1,4,1,Drama,AVCO Embassy Pictures
Dr. No,5,10,1,Adventure,United Artists
Chernobyl Diaries,1,5,0,Horror,Alcon Entertainment
Hellraiser,1,9,1,Horror,New World Pictures
God's Not Dead 2,1,4,1,Drama,Pure Flix Productions
Cry_Wolf,1,9,1,Horror,Universal Pictures
Godzilla 2000,1,12,1,Adventure,Toho Film (Eiga) Co. Ltd.
Blue Valentine,1,12,1,Drama,Hunting Lane Films
Transamerica,1,12,1,Drama,IFC Films
The Devil Inside,2,1,1,Thriller,Room 101
Beyond the Valley of the Dolls,3,7,1,Comedy,Twentieth Century Fox Film Corporation
Love Me Tender,1,11,1,Drama,Twentieth Century Fox Film Corporation
An Inconvenient Truth,1,1,1,Documentary,Lawrence Bender Productions
Sands of Iwo Jima,1,12,1,Action,Republic Pictures (I)
Shine a Light,0,2,0,Documentary,Concert Promotion International
The Green Inferno,1,9,1,Action,Worldview Entertainment
Departure,0,5,0,Drama,British Film Institute (BFI)
The Sessions,1,5,1,Drama,Rhino Films
"Food, Inc.",0,9,0,Documentary,Magnolia Pictures
The Skeleton Twins,1,1,0,Drama,Duplass Brothers Productions
Martha Marcy May Marlene,1,10,0,Drama,Cunningham & Maybach Films
Obvious Child,1,6,0,Comedy,Sundial Pictures
Frozen River,0,8,0,Drama,Cohen Media Group
20 Feet from Stardom,0,6,1,Documentary,Tremolo Productions
Two Girls and a Guy,1,9,1,Drama,Fox Searchlight Pictures
Walking and Talking,0,7,0,Comedy,Channel Four Films
Who Killed the Electric Car?,1,8,1,Documentary,Electric Entertainment
Bubba Ho-tep,0,6,1,Comedy,MGM
Brigham City,1,3,1,Crime,Main Street Movie Company
Orgazmo,0,9,1,Comedy,Kuzui Enterprises
All the Real Girls,0,8,0,Drama,Sony Pictures Classics
Palo Alto,0,5,0,Drama,Tribeca Film
